Price,Close,High,Low,Open,Volume,Symbol,MA_5,MA_10,EMA_5,Lag_1,Lag_2,Volume_Change,Close_Change
Ticker,MRNA,MRNA,MRNA,MRNA,MRNA,,,,,,,,
Date,,,,,,,,,,,,,
2021-11-24,273.3900146484375,275.2799987792969,266.30999755859375,273.010009765625,4760200,MRNA,2.871157800615246,2.498185159510023,2.8525604741473014,3.0068694055147844,3.116673136866959,-0.6116833420735918,-0.23089176975182216
2021-11-26,329.6300048828125,350.1499938964844,313.0,319.3399963378906,35901200,MRNA,3.192414392683548,2.7120850882817216,3.2763717770544285,2.945692803774627,2.9881007319715307,9.231217595860551,5.271137770395201
2021-11-29,368.510009765625,376.6499938964844,350.2699890136719,370.3299865722656,33950600,MRNA,3.622549983218905,2.9950322077920624,3.826234223378693,4.096389366219381,2.927176740879985,-0.2442262325218841,3.0410986318134756
2021-11-30,352.42999267578125,357.6400146484375,337.2900085449219,351.5799865722656,25159300,MRNA,3.9089784061788624,3.2368518118545486,4.0822501598588925,4.891892490953961,4.073121842852495,-0.5381468687368945,-1.0647605988588567
2021-12-01,310.6099853515625,336.3599853515625,310.57000732421875,330.0,21549200,MRNA,4.04956401983703,3.3941293291932504,3.9653917272302426,4.562887803858078,4.865340173162476,-0.37229899914131914,-2.9711729185143736
2021-12-02,301.489990234375,318.4700012207031,291.0299987792969,301.2900085449219,15409500,MRNA,4.164973151172499,3.5162342218060156,3.8247810854843936,3.70723085105904,4.537694013429008,-0.5754545641681741,-0.7020697693630781
2021-12-03,306.7200012207031,318.7850036621094,293.6000061035156,318.0899963378906,12700100,MRNA,4.0708797021070255,3.6302001674411497,3.7669998812333927,3.5206314760035613,3.685570242462363,-0.41875039761967336,0.48479084436000985
2021-12-06,265.3299865722656,287.4800109863281,256.55999755859375,280.8500061035156,19845000,MRNA,3.6471100510800505,3.6333939087600036,3.443899792697057,3.6276399523286096,3.4997413742317574,0.641966177840866,-3.384897412447616
2021-12-07,282.3500061035156,287.7699890136719,263.07000732421875,268.1400146484375,10767100,MRNA,3.3592852325291713,3.6326933481765553,3.3455217990667085,2.7807808512332426,3.6063079907633138,-0.8232832055648283,1.67395413152713
2021-12-08,283.3999938964844,288.2799987792969,272.9100036621094,282.3800048828125,7107700,MRNA,3.247531346200258,3.6471579969128674,3.287155717874676,3.1290184289023313,2.762945743378769,-0.6543938817205032,0.13849423792481974
2021-12-09,272.2099914550781,285.7099914550781,271.3299865722656,285.19000244140625,5231800,MRNA,3.1272757532981283,3.644726565615837,3.1713075297021405,3.1505016713236573,3.109745377163043,-0.545302217892367,-0.9593000722370869
2021-12-10,257.05999755859375,261.96600341796875,233.50999450683594,235.40499877929688,17506600,MRNA,2.9233176442516395,3.495196464829057,2.989910801315692,2.9215489761077835,3.131139910900853,3.204081892293524,-1.370194371156163
